HugoSymbol,Dist,Low,High
PDK2,normal,1.6573340825190352,5.76171730177623
ITGA3,weird,,
ZFX,normal,1.6985020413858656,4.34344537509759
LAMP2,normal,3.776004054389375,7.908664940939328
ITGA2B,skew,0.8192045965416448,0.8192045965416448
ASB4,skew,0.298753697701407,0.298753697701407
GDE1,normal,3.9936939902631585,6.702534745616074
REX1BD,skew,4.710583830850263,4.710583830850263
CRLF1,skew,2.677506627709752,2.677506627709752
OSBPL7,bimodal,0.6113595322341512,0.6113595322341512
TMEM98,bimodal,2.115106415011111,2.115106415011111
YBX2,skew,1.4622010130594896,1.4622010130594896
KRT33A,skew,0.036118354713405694,0.036118354713405694
MAP3K14,normal,0.9176794752557935,5.280785124009335
ABCC8,skew,0.417525219360251,0.417525219360251
CACNG3,skew,0.0336547026490859,0.0336547026490859
TMEM132A,bimodal,1.5785475256001262,1.5785475256001262
AP2B1,normal,4.491583096777283,7.759619826437451
TAC1,skew,0.17123236973178413,0.17123236973178413
ZNF263,normal,3.4013743004285915,5.68433841683137
CX3CL1,skew,1.09849834211237,1.09849834211237
SPATA20,normal,2.42068629177515,7.0681696214165814
CACNA1G,skew,0.42171726988666586,0.42171726988666586
TNFRSF12A,bimodal,4.115558344743312,4.115558344743312
DLX6,bimodal,1.044595870042075,1.044595870042075
MAP3K9,normal,-0.1692536036430523,4.230368879222792
RALA,normal,3.7569662973325078,6.332073761694218
BAIAP2L1,bimodal,1.6785647974508713,1.6785647974508713
KDM7A,skew,1.8034372885955223,1.8034372885955223
ETV1,bimodal,1.9965138157264164,1.9965138157264164
AGK,normal,3.029853171529844,6.126874177494969
ALDH3B1,bimodal,1.5638502738008608,1.5638502738008608
TTC22,skew,0.9128886751178873,0.9128886751178873
PHTF2,normal,2.354448932523235,5.768315042578255
CCL26,skew,0.9558440453377385,0.9558440453377385
FARP2,normal,2.0877564410083815,5.692841070940958
USH1C,skew,0.9268021883633674,0.9268021883633674
GGCT,normal,4.747410858057801,8.035940416662095
DBF4,normal,2.9012327161050226,6.2156521638597155
TBXA2R,skew,0.632583727648422,0.632583727648422
IFRD1,normal,3.2510088617328514,6.716883529705205
LGALS14,skew,0.1588534022758146,0.1588534022758146
COX10,normal,2.209726978689024,4.541383109048071
GTF2IRD1,bimodal,1.4603052079940446,1.4603052079940446
PAF1,normal,4.060741567007831,6.887906308662117
VPS41,normal,2.9800789742739537,6.074781008868967
ARHGAP44,skew,1.0724438609756168,1.0724438609756168
ELAC2,normal,3.848861440844598,6.56905954152645
SCIN,skew,1.087119086595925,1.087119086595925
ARSD,bimodal,1.066170627349813,1.066170627349813
PNPLA4,bimodal,1.1165727510494086,1.1165727510494086
MYH13,skew,0.025897098606477015,0.025897098606477015
ADIPOR2,normal,4.050696818527564,6.508706799757549
CDKL3,normal,0.10098709328007938,2.726308476955034
UPP2,skew,0.020230717282392934,0.020230717282392934
PRSS21,skew,1.2032844171370278,1.2032844171370278
MARK4,normal,2.2381039819944286,5.355635118785677
PROM1,skew,1.0815075116772652,1.0815075116772652
CCDC124,skew,6.497572508363592,6.497572508363592
